img,acc,iou,acc_crf,iou_crf
../../tmm_dataset_sharing/datasets/test/image\187882.jpg,90.09875,66.3442052856,91.3195833333,68.6419179945
../../tmm_dataset_sharing/datasets/test/image\187996.jpg,89.7304166667,69.7577371339,92.1116666667,77.3980970079
../../tmm_dataset_sharing/datasets/test/image\188171.jpg,91.3645833333,82.3105527832,94.0029166667,88.533087818
../../tmm_dataset_sharing/datasets/test/image\188262.jpg,92.8325,73.2690179941,96.3691666667,88.8906195242
../../tmm_dataset_sharing/datasets/test/image\188845.jpg,94.1291666667,70.0237262737,94.6341666667,72.7380029002
../../tmm_dataset_sharing/datasets/test/image\18885.jpg,95.0058333333,79.4350206123,95.29,80.6484084835
../../tmm_dataset_sharing/datasets/test/image\188983.jpg,93.6495833333,85.2035905182,93.57375,84.9483116197
../../tmm_dataset_sharing/datasets/test/image\189145.jpg,94.65875,75.9914575057,94.1141666667,73.6522399393
../../tmm_dataset_sharing/datasets/test/image\189146.jpg,94.8766666667,73.055157085,95.9875,79.4798785118
../../tmm_dataset_sharing/datasets/test/image\189750.jpg,90.6933333333,56.9781494989,90.4979166667,55.4313803526
../../tmm_dataset_sharing/datasets/test/image\189910.jpg,95.3058333333,83.2858541796,95.70125,83.8821368005
../../tmm_dataset_sharing/datasets/test/image\190057.jpg,92.595,57.943245915,92.19625,53.5951755064
../../tmm_dataset_sharing/datasets/test/image\190109.jpg,92.2929166667,53.7146001131,92.4354166667,52.4845709433
../../tmm_dataset_sharing/datasets/test/image\190182.jpg,91.9395833333,72.4943728259,94.3441666667,81.2383870248
../../tmm_dataset_sharing/datasets/test/image\190276.jpg,92.39875,58.8048331357,91.8545833333,54.9568772759
../../tmm_dataset_sharing/datasets/test/image\190385.jpg,89.4366666667,57.2900566718,89.3329166667,58.6617854274
../../tmm_dataset_sharing/datasets/test/image\190541.jpg,84.4633333333,39.2363600069,85.6816666667,43.8802664714
../../tmm_dataset_sharing/datasets/test/image\190651.jpg,87.1233333333,41.2473219686,87.75125,43.3200787079
../../tmm_dataset_sharing/datasets/test/image\190668.jpg,90.5558333333,72.5672442778,90.3354166667,73.4674604112
../../tmm_dataset_sharing/datasets/test/image\190705.jpg,89.2495833333,54.0820699897,90.7483333333,60.0217181227
../../tmm_dataset_sharing/datasets/test/image\190949.jpg,94.8583333333,81.253387856,96.0970833333,84.6732772494
../../tmm_dataset_sharing/datasets/test/image\191067.jpg,90.7566666667,71.0535293388,93.1825,78.1686053261
../../tmm_dataset_sharing/datasets/test/image\191222.jpg,95.0804166667,74.7910602521,95.2554166667,75.4633380596
../../tmm_dataset_sharing/datasets/test/image\191344.jpg,87.9883333333,51.619219324,86.2754166667,43.1214425884
../../tmm_dataset_sharing/datasets/test/image\191664.jpg,84.5004166667,38.3506096169,86.3366666667,45.4472391181
../../tmm_dataset_sharing/datasets/test/image\192042.jpg,93.2683333333,70.2036463567,93.6245833333,71.78905054
../../tmm_dataset_sharing/datasets/test/image\192647.jpg,89.1866666667,62.0205507016,89.2766666667,62.1519786176
../../tmm_dataset_sharing/datasets/test/image\193728.jpg,87.9404166667,31.5827673804,88.035,30.834715168
../../tmm_dataset_sharing/datasets/test/image\194242.jpg,93.9366666667,77.310245211,94.2566666667,78.1859871733
../../tmm_dataset_sharing/datasets/test/image\194270.jpg,91.2208333333,67.7869016242,92.3141666667,72.3991971921
../../tmm_dataset_sharing/datasets/test/image\194272.jpg,94.2941666667,78.2726593557,95.19375,81.4049703076
../../tmm_dataset_sharing/datasets/test/image\19435.jpg,86.4033333333,32.3389567851,86.93625,33.0218808249
../../tmm_dataset_sharing/datasets/test/image\19689.jpg,97.015,88.9568845619,97.1525,89.2221406741
../../tmm_dataset_sharing/datasets/test/image\20136.jpg,85.7841666667,55.6090075178,86.9291666667,60.416406264
../../tmm_dataset_sharing/datasets/test/image\20893.jpg,95.07875,81.0688754762,95.6970833333,82.2846630604
../../tmm_dataset_sharing/datasets/test/image\20981.jpg,87.5241666667,44.9124261991,87.80875,45.4744439186
../../tmm_dataset_sharing/datasets/test/image\21482.jpg,93.955,75.8175974699,93.8595833333,74.5648272995
../../tmm_dataset_sharing/datasets/test/image\2207.jpg,96.3983333333,90.2292589073,97.45875,92.7867030881
../../tmm_dataset_sharing/datasets/test/image\22226.jpg,87.16,69.1273331509,88.3083333333,73.261278832
../../tmm_dataset_sharing/datasets/test/image\22427.jpg,89.8258333333,63.6086725876,90.48125,64.1626344554
../../tmm_dataset_sharing/datasets/test/image\23006.jpg,95.4833333333,82.5340399862,95.85,85.1655802966
../../tmm_dataset_sharing/datasets/test/image\23236.jpg,91.3179166667,77.196587469,92.4454166667,81.9424834659
../../tmm_dataset_sharing/datasets/test/image\2340.jpg,96.3629166667,85.9272185262,97.05375,89.4739457794
../../tmm_dataset_sharing/datasets/test/image\2380.jpg,95.2233333333,81.6511813651,96.7229166667,88.4908966097
../../tmm_dataset_sharing/datasets/test/image\2409.jpg,97.23625,84.7812401637,97.3516666667,85.049342634
../../tmm_dataset_sharing/datasets/test/image\24114.jpg,87.0354166667,54.5015510115,87.2675,54.6645201779
../../tmm_dataset_sharing/datasets/test/image\27328.jpg,94.7466666667,85.3772606408,95.7083333333,88.0077979416
../../tmm_dataset_sharing/datasets/test/image\28192.jpg,94.785,79.7167918363,95.5283333333,83.3299386039
../../tmm_dataset_sharing/datasets/test/image\28748.jpg,84.9008333333,37.0163232032,84.9095833333,35.6262259663
../../tmm_dataset_sharing/datasets/test/image\28803.jpg,87.3108333333,57.6772660517,87.6158333333,56.9967236688
../../tmm_dataset_sharing/datasets/test/image\29590.jpg,82.5266666667,36.92991288,83.3945833333,39.8253806439
../../tmm_dataset_sharing/datasets/test/image\29675.jpg,95.8375,81.423007615,97.5020833333,90.425332144
../../tmm_dataset_sharing/datasets/test/image\29780.jpg,88.7016666667,58.6357947434,88.6583333333,57.6327859669
../../tmm_dataset_sharing/datasets/test/image\29809.jpg,95.7620833333,81.8149445753,97.19625,89.0596238495
../../tmm_dataset_sharing/datasets/test/image\2988.jpg,93.5175,74.7920080005,95.2554166667,82.8722842818
../../tmm_dataset_sharing/datasets/test/image\30288.jpg,94.0908333333,73.2029240558,95.6983333333,80.7916973856
../../tmm_dataset_sharing/datasets/test/image\30742.jpg,92.2075,75.3648283039,94.6175,84.3451813974
../../tmm_dataset_sharing/datasets/test/image\3085.jpg,92.7695833333,64.3457117595,93.08125,64.3671536322
../../tmm_dataset_sharing/datasets/test/image\31697.jpg,82.9941666667,31.9137609795,82.7195833333,29.6281862789
../../tmm_dataset_sharing/datasets/test/image\31847.jpg,92.2320833333,68.4641130532,93.57375,73.4919286321
../../tmm_dataset_sharing/datasets/test/image\31988.jpg,96.62375,87.7906909377,96.5733333333,87.8108535614
../../tmm_dataset_sharing/datasets/test/image\3271.jpg,94.1758333333,84.3779383283,95.8854166667,89.6484612578
../../tmm_dataset_sharing/datasets/test/image\33172.jpg,90.21625,61.9236156504,90.8604166667,63.0974746283
../../tmm_dataset_sharing/datasets/test/image\33272.jpg,88.5975,59.1095074805,90.24,64.1273905737
../../tmm_dataset_sharing/datasets/test/image\3396.jpg,90.0795833333,51.3471812822,90.7125,53.2608312683
../../tmm_dataset_sharing/datasets/test/image\35780.jpg,97.0854166667,90.5380472259,97.6608333333,92.2858848105
../../tmm_dataset_sharing/datasets/test/image\36263.jpg,89.955,62.8450792795,88.8241666667,56.8264808997
../../tmm_dataset_sharing/datasets/test/image\36480.jpg,95.395,86.7080555697,96.1645833333,89.2747369412
../../tmm_dataset_sharing/datasets/test/image\37004.jpg,95.3870833333,82.146376828,97.1091666667,90.0236749397
../../tmm_dataset_sharing/datasets/test/image\37584.jpg,90.2245833333,63.1506740891,92.50125,72.0531315975
../../tmm_dataset_sharing/datasets/test/image\38023.jpg,91.48875,66.1530428482,91.6495833333,66.3762704833
../../tmm_dataset_sharing/datasets/test/image\38047.jpg,90.12,64.4946605321,91.34625,68.5472210243
../../tmm_dataset_sharing/datasets/test/image\39123.jpg,94.5616666667,75.5810556575,95.3070833333,78.7936110093
../../tmm_dataset_sharing/datasets/test/image\39359.jpg,87.2120833333,52.5279851555,87.50375,52.8072420575
../../tmm_dataset_sharing/datasets/test/image\39398.jpg,97.7954166667,92.2992747928,98.4683333333,94.4361471215
../../tmm_dataset_sharing/datasets/test/image\39606.jpg,92.8875,74.1582046561,92.4395833333,71.6437506838
../../tmm_dataset_sharing/datasets/test/image\3980.jpg,87.9329166667,62.1403335486,88.0570833333,62.0764401229
../../tmm_dataset_sharing/datasets/test/image\40836.jpg,87.8316666667,46.4907195525,85.5483333333,33.5165404957
../../tmm_dataset_sharing/datasets/test/image\41127.jpg,95.65,82.7759197324,96.1433333333,85.604329525
../../tmm_dataset_sharing/datasets/test/image\41134.jpg,94.6241666667,85.6571290895,96.3066666667,90.7445110073
../../tmm_dataset_sharing/datasets/test/image\41655.jpg,93.4591666667,67.436462534,94.3991666667,72.4387841261
../../tmm_dataset_sharing/datasets/test/image\41804.jpg,93.2525,68.9715975671,93.28625,67.9105149442
../../tmm_dataset_sharing/datasets/test/image\43634.jpg,92.2954166667,69.0317856749,91.6658333333,65.6503280587
../../tmm_dataset_sharing/datasets/test/image\43648.jpg,86.2279166667,38.9513886006,87.3641666667,43.5197760181
../../tmm_dataset_sharing/datasets/test/image\43665.jpg,93.8358333333,79.347446106,95.26,85.7449489977
../../tmm_dataset_sharing/datasets/test/image\43737.jpg,91.6170833333,70.8373435996,92.47375,72.4292540782
../../tmm_dataset_sharing/datasets/test/image\43808.jpg,88.3145833333,38.3277420746,88.0483333333,36.2248840804
../../tmm_dataset_sharing/datasets/test/image\44058.jpg,93.325,76.0740325294,95.3833333333,84.3066248745
../../tmm_dataset_sharing/datasets/test/image\44137.jpg,94.4083333333,77.7242739866,94.5795833333,78.7034355526
../../tmm_dataset_sharing/datasets/test/image\44187.jpg,91.7966666667,59.4973842468,92.3116666667,61.5249073088
../../tmm_dataset_sharing/datasets/test/image\44197.jpg,86.56625,44.4765025652,86.1604166667,41.6423707636
../../tmm_dataset_sharing/datasets/test/image\44313.jpg,89.9575,46.7760318619,90.1379166667,47.8138725122
../../tmm_dataset_sharing/datasets/test/image\44905.jpg,88.4445833333,64.2152780821,88.7241666667,64.6088025124
../../tmm_dataset_sharing/datasets/test/image\45296.jpg,92.67,73.3511079157,93.46375,76.5520748576
../../tmm_dataset_sharing/datasets/test/image\45575.jpg,91.5070833333,62.1272092716,91.01625,58.7291491413
../../tmm_dataset_sharing/datasets/test/image\45773.jpg,91.5383333333,72.8146464197,93.09125,77.8727259372
../../tmm_dataset_sharing/datasets/test/image\46727.jpg,92.54875,61.8311705146,93.8270833333,67.9681099137
../../tmm_dataset_sharing/datasets/test/image\47081.jpg,93.91875,71.905693314,95.32,78.8529782523
../../tmm_dataset_sharing/datasets/test/image\47227.jpg,92.93,70.2928870293,93.0295833333,70.6049657119
../../tmm_dataset_sharing/datasets/test/image\47857.jpg,89.52375,61.1955268511,90.1945833333,62.894641176
../../tmm_dataset_sharing/datasets/test/image\48051.jpg,91.04,67.1388101983,91.8595833333,69.5539079336
../../tmm_dataset_sharing/datasets/test/image\48274.jpg,91.20125,64.4634208755,92.0491666667,66.4609487302
../../tmm_dataset_sharing/datasets/test/image\48288.jpg,89.6675,55.1504684395,90.8141666667,65.3736606537
../../tmm_dataset_sharing/datasets/test/image\48856.jpg,95.3133333333,82.0382646639,95.7391666667,83.673692019
../../tmm_dataset_sharing/datasets/test/image\49251.jpg,90.1979166667,72.2871342767,90.7158333333,74.3041386808
../../tmm_dataset_sharing/datasets/test/image\49453.jpg,89.2104166667,66.1786739918,88.3708333333,64.1039304977
../../tmm_dataset_sharing/datasets/test/image\49694.jpg,85.8033333333,44.969217085,86.7241666667,47.9664592159
../../tmm_dataset_sharing/datasets/test/image\49831.jpg,92.0316666667,67.5416184279,92.4070833333,68.4758028042
../../tmm_dataset_sharing/datasets/test/image\50164.jpg,94.4379166667,79.4182617822,96.17625,86.7631684761
../../tmm_dataset_sharing/datasets/test/image\50761.jpg,95.04375,84.7516217606,94.6191666667,83.6355858746
../../tmm_dataset_sharing/datasets/test/image\51379.jpg,91.3720833333,72.8605611693,92.1629166667,75.0074535016
../../tmm_dataset_sharing/datasets/test/image\51854.jpg,97.2195833333,85.2535093535,97.28375,86.3549702285
../../tmm_dataset_sharing/datasets/test/image\52071.jpg,91.1945833333,42.2913790522,90.21875,34.7862658345
../../tmm_dataset_sharing/datasets/test/image\52092.jpg,92.31875,63.6887505768,92.0308333333,61.9598548618
../../tmm_dataset_sharing/datasets/test/image\52345.jpg,97.195,89.9282988805,97.5016666667,90.1788275796
../../tmm_dataset_sharing/datasets/test/image\52750.jpg,90.48125,59.7523840051,89.9891666667,56.7869795143
../../tmm_dataset_sharing/datasets/test/image\5277.jpg,88.0129166667,39.7965555215,88.5891666667,41.7835694576
../../tmm_dataset_sharing/datasets/test/image\53137.jpg,96.42625,84.9883461202,96.92,86.3518192235
../../tmm_dataset_sharing/datasets/test/image\53324.jpg,91.0675,68.0297330862,91.93125,69.733885275
../../tmm_dataset_sharing/datasets/test/image\53365.jpg,90.50125,64.0216806125,91.3191666667,66.9765044773
../../tmm_dataset_sharing/datasets/test/image\53419.jpg,88.52375,64.2647470448,90.3425,70.1896100337
../../tmm_dataset_sharing/datasets/test/image\53952.jpg,87.75125,56.1513112167,87.2283333333,53.2350599572
../../tmm_dataset_sharing/datasets/test/image\54173.jpg,89.9454166667,61.4588057445,90.6825,62.4981786745
../../tmm_dataset_sharing/datasets/test/image\55939.jpg,90.7229166667,69.0536517118,92.3108333333,74.1585559319
../../tmm_dataset_sharing/datasets/test/image\56322.jpg,89.7416666667,67.3982508583,89.97125,66.5668701989
../../tmm_dataset_sharing/datasets/test/image\5663.jpg,97.5254166667,89.3492975371,97.905,91.1453457032
../../tmm_dataset_sharing/datasets/test/image\57325.jpg,96.32625,77.395110032,96.6695833333,78.7278101832
../../tmm_dataset_sharing/datasets/test/image\57598.jpg,94.8820833333,74.187668736,96.0816666667,80.7982176257
../../tmm_dataset_sharing/datasets/test/image\58125.jpg,93.3295833333,79.7234121976,93.5141666667,82.2001485843
../../tmm_dataset_sharing/datasets/test/image\58253.jpg,95.0079166667,83.3334971254,95.215,84.4041466316
../../tmm_dataset_sharing/datasets/test/image\58415.jpg,78.2866666667,22.8434918434,77.79125,20.673700561
../../tmm_dataset_sharing/datasets/test/image\58883.jpg,95.5841666667,83.973430179,95.7529166667,84.4940731186
../../tmm_dataset_sharing/datasets/test/image\59172.jpg,88.9916666667,53.3599829236,89.3041666667,52.9801452972
../../tmm_dataset_sharing/datasets/test/image\59246.jpg,97.7666666667,91.0422591931,97.9625,92.1971491824
../../tmm_dataset_sharing/datasets/test/image\60.jpg,91.0333333333,69.939968935,90.4079166667,66.4592082848
../../tmm_dataset_sharing/datasets/test/image\62482.jpg,92.4633333333,61.4101197412,93.2070833333,63.8113019666
../../tmm_dataset_sharing/datasets/test/image\62639.jpg,89.7716666667,47.316910209,89.8158333333,47.0721618658
../../tmm_dataset_sharing/datasets/test/image\62712.jpg,93.2329166667,72.5716217543,96.3516666667,86.2055730406
../../tmm_dataset_sharing/datasets/test/image\62748.jpg,96.1608333333,87.3874586266,96.8133333333,89.171886195
../../tmm_dataset_sharing/datasets/test/image\6286.jpg,90.4283333333,54.8136255257,91.2645833333,58.0343102216
../../tmm_dataset_sharing/datasets/test/image\62982.jpg,93.72125,81.5882811946,95.0179166667,86.2390375234
../../tmm_dataset_sharing/datasets/test/image\63421.jpg,97.10125,79.5209495464,98.50375,91.3379229957
../../tmm_dataset_sharing/datasets/test/image\63548.jpg,94.33625,74.9863553309,95.1433333333,77.260168193
../../tmm_dataset_sharing/datasets/test/image\63816.jpg,92.8558333333,71.6959781225,94.41,77.4510169808
../../tmm_dataset_sharing/datasets/test/image\65880.jpg,90.2208333333,60.4590458128,90.25875,58.8611254832
../../tmm_dataset_sharing/datasets/test/image\66535.jpg,94.1425,79.2345686315,96.1370833333,87.5712701932
../../tmm_dataset_sharing/datasets/test/image\67319.jpg,90.5683333333,54.9224818799,89.80125,50.3690800218
../../tmm_dataset_sharing/datasets/test/image\67606.jpg,96.20375,87.6147659155,96.3579166667,87.8890160183
../../tmm_dataset_sharing/datasets/test/image\67949.jpg,91.4783333333,60.8419238217,92.4641666667,62.7267407841
../../tmm_dataset_sharing/datasets/test/image\68444.jpg,95.2775,85.8356623812,95.7229166667,87.6669359821
../../tmm_dataset_sharing/datasets/test/image\69658.jpg,88.1570833333,57.8728295226,88.92625,60.0479332874
../../tmm_dataset_sharing/datasets/test/image\70300.jpg,97.965,90.0903974075,98.5383333333,92.6859478541
../../tmm_dataset_sharing/datasets/test/image\70665.jpg,92.8104166667,72.5463581904,93.1795833333,74.4512044726
../../tmm_dataset_sharing/datasets/test/image\72533.jpg,89.2345833333,52.0699690839,89.865,53.6154025152
../../tmm_dataset_sharing/datasets/test/image\72917.jpg,93.5420833333,70.3843893264,93.75375,70.9784411277
../../tmm_dataset_sharing/datasets/test/image\73048.jpg,96.89375,89.1397897165,97.54625,91.9936247414
../../tmm_dataset_sharing/datasets/test/image\74956.jpg,91.8691666667,65.1316979085,91.4566666667,62.6316057169
../../tmm_dataset_sharing/datasets/test/image\75625.jpg,91.6241666667,72.1298913775,94.1220833333,77.6929771708
../../tmm_dataset_sharing/datasets/test/image\77130.jpg,95.8229166667,87.0728955503,96.7608333333,89.9675482869
../../tmm_dataset_sharing/datasets/test/image\79957.jpg,95.5029166667,80.5432570121,96.6820833333,86.5863324641
../../tmm_dataset_sharing/datasets/test/image\80060.jpg,97.39625,89.042063409,98.1854166667,92.737931763
../../tmm_dataset_sharing/datasets/test/image\80613.jpg,87.92,44.3708958292,88.3733333333,45.2358236197
../../tmm_dataset_sharing/datasets/test/image\80841.jpg,92.71,65.9884355853,91.7433333333,61.9797525309
../../tmm_dataset_sharing/datasets/test/image\81448.jpg,95.3791666667,79.3075614119,97.2441666667,88.1533636025
../../tmm_dataset_sharing/datasets/test/image\81466.jpg,93.8975,79.6453587539,96.3154166667,90.0301263191
../../tmm_dataset_sharing/datasets/test/image\81469.jpg,93.9354166667,75.9891532109,94.8420833333,79.4426810668
../../tmm_dataset_sharing/datasets/test/image\83161.jpg,91.6970833333,67.4928468919,92.1216666667,68.0251178524
../../tmm_dataset_sharing/datasets/test/image\83301.jpg,92.30375,68.9184489654,91.40625,66.7495572003
../../tmm_dataset_sharing/datasets/test/image\83831.jpg,94.1366666667,78.7822703612,94.3058333333,78.834690084
../../tmm_dataset_sharing/datasets/test/image\84072.jpg,95.6,82.543231656,97.5041666667,90.7485557422
../../tmm_dataset_sharing/datasets/test/image\84891.jpg,94.0095833333,70.7369308008,94.0108333333,69.8180621503
../../tmm_dataset_sharing/datasets/test/image\85207.jpg,85.1866666667,57.0925096453,85.7558333333,57.7372793752
../../tmm_dataset_sharing/datasets/test/image\85498.jpg,94.7991666667,65.968487948,95.9241666667,76.7654734546
../../tmm_dataset_sharing/datasets/test/image\85612.jpg,94.965,75.1821446896,96.8875,85.8064265454
../../tmm_dataset_sharing/datasets/test/image\85741.jpg,96.0391666667,72.1330124699,96.6566666667,74.3389165671
../../tmm_dataset_sharing/datasets/test/image\86234.jpg,94.8858333333,83.7656045146,95.6041666667,85.8891623977
../../tmm_dataset_sharing/datasets/test/image\87026.jpg,93.0041666667,77.7402664473,95.5016666667,85.667842766
../../tmm_dataset_sharing/datasets/test/image\87956.jpg,92.9179166667,75.4217810994,93.4054166667,76.7943584534
../../tmm_dataset_sharing/datasets/test/image\8797.jpg,92.02125,81.9109356098,90.8441666667,79.6606947679
../../tmm_dataset_sharing/datasets/test/image\8801.jpg,86.8654166667,43.2228948817,86.9095833333,42.7948406501
../../tmm_dataset_sharing/datasets/test/image\88148.jpg,87.39625,50.8219397213,87.2266666667,47.9488884934
../../tmm_dataset_sharing/datasets/test/image\88380.jpg,91.7266666667,72.4592235883,92.6208333333,74.8025913702
../../tmm_dataset_sharing/datasets/test/image\88617.jpg,92.3141666667,73.7641587585,94.8054166667,82.2280906064
../../tmm_dataset_sharing/datasets/test/image\88622.jpg,93.6991666667,77.4597750249,95.9816666667,86.5016080842
../../tmm_dataset_sharing/datasets/test/image\89009.jpg,90.0879166667,56.0922322628,89.9483333333,54.5358871816
../../tmm_dataset_sharing/datasets/test/image\89135.jpg,86.9041666667,54.454768193,86.61625,52.2119113462
../../tmm_dataset_sharing/datasets/test/image\89435.jpg,97.3545833333,92.4124824777,97.3475,92.984730904
../../tmm_dataset_sharing/datasets/test/image\89538.jpg,95.445,81.5114286908,96.1008333333,83.8797579711
../../tmm_dataset_sharing/datasets/test/image\90599.jpg,88.37625,55.9714396318,87.96875,53.5431568908
../../tmm_dataset_sharing/datasets/test/image\9096.jpg,92.25125,75.6345942363,92.1208333333,74.3993925588
../../tmm_dataset_sharing/datasets/test/image\91857.jpg,92.32125,76.4440402816,92.985,77.1349719259
../../tmm_dataset_sharing/datasets/test/image\93387.jpg,92.41,71.6683583324,93.3970833333,75.1535549011
../../tmm_dataset_sharing/datasets/test/image\93834.jpg,96.1179166667,85.5298716973,96.0454166667,85.9227339052
../../tmm_dataset_sharing/datasets/test/image\94181.jpg,89.67375,60.6765442859,90.1541666667,60.9568187725
../../tmm_dataset_sharing/datasets/test/image\94218.jpg,90.1525,55.1903132975,90.37875,54.8063223508
../../tmm_dataset_sharing/datasets/test/image\94673.jpg,94.0116666667,80.5237092497,94.1145833333,80.0165877463
../../tmm_dataset_sharing/datasets/test/image\95372.jpg,94.9575,84.301278121,96.2566666667,89.0641533096
../../tmm_dataset_sharing/datasets/test/image\9579.jpg,90.9804166667,69.3568135984,90.9654166667,68.6860768263
../../tmm_dataset_sharing/datasets/test/image\97001.jpg,95.195,87.7137644712,95.8679166667,89.2879544263
../../tmm_dataset_sharing/datasets/test/image\9779.jpg,93.1525,71.7359817918,94.89125,79.5581045904
../../tmm_dataset_sharing/datasets/test/image\98034.jpg,90.6529166667,71.1741899536,91.3695833333,72.580945581
../../tmm_dataset_sharing/datasets/test/image\98768.jpg,91.96125,68.8267838256,92.8504166667,70.9302693301
../../tmm_dataset_sharing/datasets/test/image\99600.jpg,97.0991666667,89.2098076167,97.795,92.0119503878
../../tmm_dataset_sharing/datasets/test/image\99611.jpg,85.2570833333,31.9625876851,84.4320833333,26.6615025489
